 VARIABLES = X,Y,Z,DU1,DU2,DU3,U1,U2,U3,S11,S22,S33,S12,S13,S23
 ZONE, T="  0.1000D+01" F=FEPOINT, I=   12 J=    2 ET=BRICK
   0.0000000000E+00   0.0000000000E+00   0.9940000000E+00   0.0000000000E+00   0.0000000000E+00  -0.1734723476E-16   0.0000000000E+00   0.0000000000E+00  -0.6000000000E-02   0.2000000003E+01  -0.1973837558E-15  -0.9615861500E-15   0.3434676934E-17   0.9156817802E-16  -0.6329759450E-16
   0.1020000000E+01   0.0000000000E+00   0.9940000000E+00   0.2081668171E-16   0.0000000000E+00  -0.9540979118E-17   0.2000000000E-01   0.0000000000E+00  -0.6000000000E-02   0.2000000003E+01  -0.2411071211E-15  -0.7202280076E-15  -0.4071637593E-15  -0.2063536681E-15   0.1443132097E-15
   0.1020000000E+01   0.9940000000E+00   0.9940000000E+00  -0.6938893904E-17   0.1734723476E-17  -0.5204170428E-17   0.2000000000E-01  -0.6000000000E-02  -0.6000000000E-02   0.2000000003E+01   0.1705583654E-15  -0.1099107853E-15  -0.2987748059E-15  -0.3119263340E-15   0.1373591605E-15
   0.0000000000E+00   0.9940000000E+00   0.9940000000E+00   0.0000000000E+00  -0.5204170428E-17  -0.1561251128E-16   0.0000000000E+00  -0.6000000000E-02  -0.6000000000E-02   0.2000000003E+01  -0.5243073945E-15  -0.1096349320E-16   0.4831956885E-16   0.2900536770E-15   0.2693894497E-15
   0.2040000000E+01   0.0000000000E+00   0.9705163934E-17   0.4163336342E-16   0.0000000000E+00   0.2156788676E-16   0.4000000000E-01   0.0000000000E+00  -0.1186272283E-16   0.2000000003E+01  -0.1751308051E-14  -0.1234842825E-14  -0.1534646548E-15  -0.5223759663E-15  -0.5006163346E-15
   0.2040000000E+01   0.9940000000E+00  -0.4697009451E-17   0.0000000000E+00  -0.8673617380E-17  -0.4722208681E-17   0.4000000000E-01  -0.6000000000E-02   0.2519923018E-19   0.2000000003E+01  -0.3828848819E-15   0.6543162539E-15  -0.5437245304E-15   0.4319324585E-15   0.3750575520E-16
   0.2040000000E+01   0.0000000000E+00   0.9940000000E+00  -0.6938893904E-17   0.0000000000E+00   0.2081668171E-16   0.4000000000E-01   0.0000000000E+00  -0.6000000000E-02   0.2000000003E+01   0.8442289072E-15  -0.1900948470E-15   0.4228416833E-15  -0.4914689420E-15  -0.5096908770E-15
   0.2040000000E+01   0.9940000000E+00   0.9940000000E+00   0.2081668171E-16   0.1734723476E-16   0.8673617380E-18   0.4000000000E-01  -0.6000000000E-02  -0.6000000000E-02   0.2000000003E+01   0.3045319213E-14   0.2531731370E-14   0.9414226049E-15   0.3446660677E-15   0.2522863698E-15
     1     2     3     4     5     6     7     8
     2     9    10     3     6    11    12     7
